"","custname","region","partnum","revenue","cost","margin"
"6168","SMITH - SHARPE","02-Central",764602000,8438.8,2267.29,6171.51
"6169","SMITH - SHARPE","02-Central",734311100,8421.44,1128.11,7293.33
"6170","SMITH - SHARPE","02-Central",733484800,7950.4,1458.72,6491.68
"6171","SMITH - SHARPE","02-Central",754285000,7932.28,2645.19,5287.09
"6172","SMITH - SHARPE","02-Central",764901073,7919.2,6269.4,1649.8
"6173","SMITH - SHARPE","02-Central",764341000,7418.3,3694.78,3723.52
"6174","SMITH - SHARPE","02-Central",739561100,7237.88,1959.32,5278.56
"6175","SMITH - SHARPE","02-Central",780290000,6825.6,2330.16,4495.44
"6176","SMITH - SHARPE","02-Central",734751200,6795.41,1201.85,5593.56
"6177","SMITH - SHARPE","02-Central",764781040,6681.2,1126.46,5554.74
"6178","SMITH - SHARPE","02-Central",764902000,6666.4,1604.22,5062.18
"6179","SMITH - SHARPE","02-Central",764481000,6640,1302.98,5337.02
"6180","SMITH - SHARPE","02-Central",789180000,6381.72,2951.85,3429.87
"6181","SMITH - SHARPE","02-Central",748602000,6109,792.77,5316.23
"6182","SMITH - SHARPE","02-Central",734651200,6051.71,1257.04,4794.67
"6183","SMITH - SHARPE","02-Central",739541200,5823.33,1235.51,4587.82
"6184","SMITH - SHARPE","02-Central",734900000,5620.6,2218.77,3401.83
"6185","SMITH - SHARPE","02-Central",779956599,5531.4,3331.69,2199.71
"6186","SMITH - SHARPE","02-Central",726020005,5069.12,1085.89,3983.23
"6187","SMITH - SHARPE","02-Central",766681100,5020.2,1176.91,3843.29
"6188","SMITH - SHARPE","02-Central",739661100,4833.6,3064.96,1768.64
"6189","SMITH - SHARPE","02-Central",777642000,4794.5,1551.57,3242.93
"6190","SMITH - SHARPE","02-Central",767960000,4500,2379.2,2120.8
"6191","SMITH - SHARPE","02-Central",739761100,4260.81,3268.38,992.43
"6192","SMITH - SHARPE","02-Central",727000140,4186.2,633.42,3552.78
"6193","SMITH - SHARPE","02-Central",779951075,3435.94,1651.49,1784.45
"6194","SMITH - SHARPE","02-Central",738561000,3426.63,1930.74,1495.89
"6195","SMITH - SHARPE","02-Central",777903000,3280.9,1370.47,1910.43
"6196","SMITH - SHARPE","02-Central",741620310,3152.5,705.71,2446.79
"6197","SMITH - SHARPE","02-Central",766121000,3132.2,355.1,2777.1
"6198","SMITH - SHARPE","02-Central",764821073,3069,2187,882
"6199","SMITH - SHARPE","02-Central",764781000,3052,960.41,2091.59
"6200","SMITH - SHARPE","02-Central",741640310,3000,649.42,2350.58
"6201","SMITH - SHARPE","02-Central",764861000,2674.5,1119.17,1555.33
"6202","SMITH - SHARPE","02-Central",738521000,2571.36,1756.38,814.98
"6203","SMITH - SHARPE","02-Central",764521061,2370,1917,453
"6204","SMITH - SHARPE","02-Central",766261000,2270,893.62,1376.38
"6205","SMITH - SHARPE","02-Central",766686000,2015,825.98,1189.02
"6206","SMITH - SHARPE","02-Central",741720310,1966.5,139.3,1827.2
"6207","SMITH - SHARPE","02-Central",770400100,1958.25,259.17,1699.08
"6208","SMITH - SHARPE","02-Central",770415000,1927.5,339.78,1587.72
"6209","SMITH - SHARPE","02-Central",734414100,1844.56,281.04,1563.52
"6210","SMITH - SHARPE","02-Central",733211050,1811.1,465.9,1345.2
"6211","SMITH - SHARPE","02-Central",770381500,1645.2,245.16,1400.04
"6212","SMITH - SHARPE","02-Central",737912200,1640.9,359.57,1281.33
"6213","SMITH - SHARPE","02-Central",733444300,1581,618.69,962.31
"6214","SMITH - SHARPE","02-Central",777904301,1555.45,704.82,850.63
"6215","SMITH - SHARPE","02-Central",767970000,1500,987.68,512.32
"6216","SMITH - SHARPE","02-Central",780710000,1416,426.66,989.34
"6217","SMITH - SHARPE","02-Central",779956287,1374.4,662.27,712.13
"6218","SMITH - SHARPE","02-Central",779956286,1312.5,590.46,722.04
"6219","SMITH - SHARPE","02-Central",780230000,1304.4,491.66,812.74
"6220","SMITH - SHARPE","02-Central",733444200,1296,439.98,856.02
"6221","SMITH - SHARPE","02-Central",754085000,1292.8,380.01,912.79
"6222","SMITH - SHARPE","02-Central",768211000,1173.6,561.36,612.24
"6223","SMITH - SHARPE","02-Central",739781100,1090.96,476.05,614.91
"6224","SMITH - SHARPE","02-Central",770570000,1088.85,95.41,993.44
"6225","SMITH - SHARPE","02-Central",739641100,983.52,806.4,177.12
"6226","SMITH - SHARPE","02-Central",733151500,976.8,162.33,814.47
"6227","SMITH - SHARPE","02-Central",754267000,918.72,269.92,648.8
"6228","SMITH - SHARPE","02-Central",754255000,880,447.92,432.08
"6229","SMITH - SHARPE","02-Central",754485000,865.8,345.81,519.99
"6230","SMITH - SHARPE","02-Central",770392000,834,124.52,709.48
"6231","SMITH - SHARPE","02-Central",779956289,774,368.3,405.7
"6232","SMITH - SHARPE","02-Central",770520000,735,96.63,638.37
"6233","SMITH - SHARPE","02-Central",733423800,722.56,134.42,588.14
"6234","SMITH - SHARPE","02-Central",770300000,686.96,79.94,607.02
"6235","SMITH - SHARPE","02-Central",764561000,550.2,259.05,291.15
"6236","SMITH - SHARPE","02-Central",770392700,524,83.02,440.98
"6237","SMITH - SHARPE","02-Central",741600310,486,64.12,421.88
"6238","SMITH - SHARPE","02-Central",792614000,443.4,82.57,360.83
"6239","SMITH - SHARPE","02-Central",764762000,413.4,94.71,318.69
"6240","SMITH - SHARPE","02-Central",770290000,397.25,79.65,317.6
"6241","SMITH - SHARPE","02-Central",734910000,396,102.7,293.3
"6242","SMITH - SHARPE","02-Central",768751000,360,144.75,215.25
"6243","SMITH - SHARPE","02-Central",780531000,358.46,190.34,168.12
"6244","SMITH - SHARPE","02-Central",770380000,350,61.29,288.71
"6245","SMITH - SHARPE","02-Central",739541000,299.52,90.5,209.02
"6246","SMITH - SHARPE","02-Central",733505200,276.5,83.83,192.67
"6247","SMITH - SHARPE","02-Central",764482000,268.5,87,181.5
"6248","SMITH - SHARPE","02-Central",779956288,225.3,138.23,87.07
"6249","SMITH - SHARPE","02-Central",779301000,223.86,47.51,176.35
"6250","SMITH - SHARPE","02-Central",754287000,183.24,49.12,134.12
"6251","SMITH - SHARPE","02-Central",734211200,175.47,22.84,152.63
"6252","SMT","02-Central",739741100,428.48,168.32,260.16
"6253","SNYDER BENTLEY CO","02-Central",733671000,4247.04,351.87,3895.17
"6254","SOLBERG MFG","02-Central",734311100,363.44,35.3,328.14
"6255","SOLBERG MFG","02-Central",734211200,218.82,23.38,195.44
"6256","SOUNDTECH INC.","02-Central",768141000,2126.6,1323.7,802.9
"6257","SOUNDTECH INC.","02-Central",768241000,1400,707.62,692.38
"6258","SOUNDTECH INC.","02-Central",768021000,840,549.86,290.14
"6259","SOURLIS GLASS STUDIO","02-Central",734311100,381.48,33.7,347.78
"6260","SOUTHERN RESEARCH INSTITU","02-Central",733464600,909,97.6,811.4
"6261","SPAR INC","02-Central",764522000,15930,7161.1,8768.9
"6262","SPAR INC","02-Central",764821000,10550,4064.4,6485.6
"6263","SPAR INC","02-Central",764601000,7865,3454.39,4410.61
"6264","SPAR INC","02-Central",764901000,5670,2242,3428
"6265","SPAR INC","02-Central",754065000,5010,3294.04,1715.96
"6266","SPAR INC","02-Central",764861000,3075,1298.9,1776.1
"6267","SPAR INC","02-Central",766121000,1670,478.98,1191.02
"6268","SPAR INC","02-Central",764781000,774,354.98,419.02
"6269","SPAR INC","02-Central",764521000,590,265.94,324.06
"6270","SPECIALTY CERAMICS INC","02-Central",727000060,1484488.5,1135628.2,348860.3
"6271","SPECIALTY CERAMICS INC","02-Central",727063005,322620,233421.47,89198.53
"6272","SPECIALTY CERAMICS INC","02-Central",727000081,209961,156301.47,53659.53
"6273","SPECIALTY CERAMICS INC","02-Central",727063009,93750,67336.05,26413.95
"6274","SPECIALTY CERAMICS INC","02-Central",793060300,66765.6,29752.6,37013
"6275","SPECIALTY CERAMICS INC","02-Central",793000000,58924.8,29892.68,29032.12
"6276","SPECIALTY CERAMICS INC","02-Central",727000080,54682.5,41736.75,12945.75
"6277","SPECIALTY CERAMICS INC","02-Central",715000000,52000,48697.48,3302.52
"6278","SPECIALTY CERAMICS INC","02-Central",763991000,34009.2,30239.36,3769.84
"6279","SPECIALTY CERAMICS INC","02-Central",720252301,26446.5,1771.7,24674.8
"6280","SPECIALTY CERAMICS INC","02-Central",727063007,16509,12203.11,4305.89
"6281","SPECIALTY CERAMICS INC","02-Central",727000070,10254,7808.7,2445.3
"6282","SPECIALTY CERAMICS INC","02-Central",768750000,6998.4,5210.02,1788.38
"6283","SPECIALTY CERAMICS INC","02-Central",764222000,5700,3738.79,1961.21
"6284","SPECIALTY CERAMICS INC","02-Central",726000062,4485,3625.88,859.12
"6285","SPECIALTY CERAMICS INC","02-Central",727063000,3682.8,2721.13,961.67
"6286","SPECIALTY CERAMICS INC","02-Central",727031300,2835,2057.65,777.35
"6287","SPECIALTY CERAMICS INC","02-Central",764761000,1928,1137.79,790.21
"6288","SPECIALTY CERAMICS INC","02-Central",764221000,375,252.42,122.58
"6289","SPECIALTY FOUNDRY PRODUCT","02-Central",764821000,341490,160021.76,181468.24
"6290","SPECIALTY FOUNDRY PRODUCT","02-Central",764521000,54280,29215,25065
"6291","SPECIALTY FOUNDRY PRODUCT","02-Central",764901000,40712.5,19154.24,21558.26
"6292","SPECIALTY FOUNDRY PRODUCT","02-Central",766121000,36180,13839.38,22340.62
"6293","SPECIALTY FOUNDRY PRODUCT","02-Central",764761000,35030,14602.44,20427.56
"6294","SPECIALTY FOUNDRY PRODUCT","02-Central",733211000,26068,9415.85,16652.15
"6295","SPECIALTY FOUNDRY PRODUCT","02-Central",764821073,23800,25515,-1715
"6296","SPECIALTY FOUNDRY PRODUCT","02-Central",733151500,21200,5737.53,15462.47
"6297","SPECIALTY FOUNDRY PRODUCT","02-Central",764521061,13500,17253,-3753
"6298","SPECIALTY FOUNDRY PRODUCT","02-Central",733182300,12996,3614.15,9381.85
"6299","SPECIALTY FOUNDRY PRODUCT","02-Central",764905200,10950,5783.09,5166.91
"6300","SPECIALTY FOUNDRY PRODUCT","02-Central",733202000,9712.8,3310.16,6402.64
"6301","SPECIALTY FOUNDRY PRODUCT","02-Central",764781000,3690,1840.06,1849.94
"6302","SPECIALTY FOUNDRY PRODUCT","02-Central",764901073,3500,3645,-145
"6303","SPECIALTY FOUNDRY PRODUCT","02-Central",770290000,2799,229.76,2569.24
"6304","SPECIALTY FOUNDRY PRODUCT","02-Central",777642000,2714.8,860.8,1854
"6305","SPECIALTY FOUNDRY PRODUCT","02-Central",770400000,934.5,92.44,842.06
"6306","SPECIALTY FOUNDRY PRODUCT","02-Central",770260000,675,70.33,604.67
"6307","SPECIALTY FOUNDRY PRODUCT","02-Central",758431000,602.12,301.08,301.04
"6308","SPECIALTY FOUNDRY PRODUCT","02-Central",734651200,584,73.5,510.5
"6309","SPECIALTY FOUNDRY PRODUCT","02-Central",770392000,446,41.51,404.49
"6310","SPECIALTY FOUNDRY PRODUCT","02-Central",767550000,93,74.31,18.69
"6311","SPECIALTY FOUNDRY PRODUCT","02-Central",779958914,64,51,13
"6312","SPECIALTY PROD. INSULATIO","02-Central",735602000,194866,71720.74,123145.26
"6313","SPECIALTY PROD. INSULATIO","02-Central",764902000,39296.25,8453.87,30842.38
"6314","SPECIALTY PROD. INSULATIO","02-Central",735750000,13376,6102.75,7273.25
"6315","SPECIALTY PROD. INSULATIO","02-Central",735602110,10622,4081.19,6540.81
"6316","SPECIALTY PRODUCTS &","02-Central",735602000,209980,78533.57,131446.43
"6317","SPECIALTY PRODUCTS &","02-Central",735750000,23850,10541.24,13308.76
"6318","SPECIALTY PRODUCTS &","02-Central",768242000,4395,1324.83,3070.17
"6319","SPECIALTY PRODUCTS &","02-Central",735602110,3240,1239.07,2000.93
"6320","SPECIALTY PRODUCTS &","02-Central",735752000,604,257.76,346.24
"6321","SPECIALTY PRODUCTS &","02-Central",777642000,286,100.72,185.28
"6322","SPECIALTY PRODUCTS INSUL.","02-Central",735750000,5220,2287.91,2932.09
"6323","SPECIALTY PRODUCTS INSUL.","02-Central",735602000,3600,1344.92,2255.08
"6324","SPECIALTY PRODUCTS INSUL","02-Central",735602000,68210,26294.72,41915.28
"6325","SPECIALTY PRODUCTS INSUL","02-Central",764901000,9243,1990.44,7252.56
"6326","SPECIALTY PRODUCTS INSUL","02-Central",735655000,4453.6,634.78,3818.82
"6327","SPECIALTY PRODUCTS INSUL","02-Central",735750000,3190,1510.75,1679.25
"6328","SPECIALTY PRODUCTS","02-Central",724101200,2040,169.69,1870.31
"6329","SPI/MOBILE PULLEY WORKS","02-Central",754467000,5827.98,1288.05,4539.93
"6330","SPRINGFIELD INDUSTRIES","02-Central",734080010,39329.4,16576.68,22752.72
"6331","ST. GOBAIN  CONTAINERS","02-Central",793330000,431.5,26.01,405.49
"6332","STACK-ON PRODUCTS COMPANY","02-Central",730710500,591.5,70.96,520.54
"6333","STANDARD FORGED PRODUCTS","02-Central",777601000,819.84,117.59,702.25
"6334","STANDARD STEEL CORP","02-Central",770550000,11555,1042.24,10512.76
"6335","STANDARD STEEL CORP","02-Central",754067000,5037.6,1861.09,3176.51
"6336","STANDARD STEEL CORP","02-Central",770460000,3397.5,368.04,3029.46
"6337","STANDARD STEEL CORP","02-Central",734311100,308.92,35.3,273.62
"6338","STARBUCKS COFFEE COMPANY","02-Central",733202000,9538,1066.96,8471.04
"6339","STECO REFRACTORIES","02-Central",764901000,44650,12186.4,32463.6
"6340","STECO REFRACTORIES","02-Central",779988955,24850,15800.08,9049.92
"6341","STECO REFRACTORIES","02-Central",764821000,18220,4559.41,13660.59
"6342","STECO REFRACTORIES","02-Central",779980918,10080,3784.45,6295.55
"6343","STECO REFRACTORIES","02-Central",764521000,6400,2659.41,3740.59
"6344","STECO REFRACTORIES","02-Central",779980915,4521,2130.29,2390.71
"6345","STECO REFRACTORIES","02-Central",779988954,3000,1349.64,1650.36
"6346","STECO REFRACTORIES","02-Central",764901050,2350,631.79,1718.21
"6347","STECO REFRACTORIES","02-Central",779988910,360,156.3,203.7
"6348","STEEL CASE INC.","02-Central",739561100,552.72,93.32,459.4
"6349","STETSON - ROCK ISLAND","02-Central",735750000,6300,2472.13,3827.87
"6350","STETSON BUILDING PRODUCTS","02-Central",735602110,242304,85740.47,156563.53
"6351","STETSON BUILDING PRODUCTS","02-Central",735602000,170312,58681.47,111630.53
"6352","STETSON BUILDING PRODUCTS","02-Central",735750000,27050,10345.79,16704.21
"6353","STETSON BUILDING PRODUCTS","02-Central",774271000,281.5,117.63,163.87
"6354","STETSON BUILDING PRODUCTS","02-Central",774401000,159,55.11,103.89
"6355","STETSON BUILDING PRODUCTS","02-Central",734990000,150.8,27.39,123.41
"6356","STETSON BUILDING PRODUCTS","02-Central",764341000,66,11.47,54.53
"6357","STEWART ENGINEERS","02-Central",764602000,21360,1572.69,19787.31
"6358","STEWART ENGINEERS","02-Central",727000140,17760,1900.35,15859.65
"6359","STEWART ENGINEERS","02-Central",739681100,13595.04,4336.56,9258.48
"6360","STEWART ENGINEERS","02-Central",739741100,6301.44,1972.05,4329.39
"6361","STEWART ENGINEERS","02-Central",739781100,3021.12,856.89,2164.23
"6362","STEWART ENGINEERS","02-Central",739561000,2012.4,426.1,1586.3
"6363","STEWART ENGINEERS","02-Central",770200000,918,81.58,836.42
"6364","STEWART ENGINEERS","02-Central",739541000,479.52,71.62,407.9
"6365","STRAUCH CHEMICAL DISTRIBU","02-Central",727063000,35540,3669.7,31870.3
"6366","STRAUCH CHEMICAL DISTRIBU","02-Central",779987650,1264,175.35,1088.65
"6367","STRAUCH CHEMICAL DISTRIBU","02-Central",727070000,948,131.51,816.49
"6368","STRAUCH CHEMICAL DISTRIBU","02-Central",723960000,823,176.46,646.54
"6369","SULLIVAN SUPPLY CO","02-Central",779221000,1096.25,147.12,949.13
"6370","SUNCOAST CHEMICALS","02-Central",737912200,326.5,45.47,281.03
"6371","SUPERIOR SEALS & SERVICES","02-Central",733510000,1130,159.03,970.97
"6372","SUPERIOR SEALS & SERVICES","02-Central",733525500,752.5,70.39,682.11
"6373","SURFACE COMBUSTION INC","02-Central",770560000,56319.6,4379.62,51939.98
"6374","SURFACE COMBUSTION INC","02-Central",737902100,17593.2,4047.03,13546.17
"6375","SURFACE COMBUSTION INC","02-Central",739561200,13230.4,2991.64,10238.76
"6376","SURFACE COMBUSTION INC","02-Central",770580000,7839.2,598.04,7241.16
"6377","SURFACE COMBUSTION INC","02-Central",770600000,4129.93,283.06,3846.87
"6378","SURFACE COMBUSTION INC","02-Central",770830000,1666,71.75,1594.25
"6379","SURFACE COMBUSTION INC","02-Central",733151500,1514,190.76,1323.24
"6380","SURFACE COMBUSTION INC","02-Central",733141200,1136,193.93,942.07
"6381","SURFACE COMBUSTION INC","02-Central",770450000,1113,97.34,1015.66
"6382","SURFACE COMBUSTION INC","02-Central",770280000,491.25,80.03,411.22
"6383","SURFACE IGNITER LLC","02-Central",737851000,2941.44,332.22,2609.22
"6384","SUZUKI GARPHYTTAN WIRE","02-Central",738542000,1878.48,423.47,1455.01
"6385","SWANTON WELDING&MACHINING","02-Central",733464500,298,29.52,268.48
"6386","SWEP NORTH AMERICA","02-Central",734251300,4438,350.83,4087.17
"6387","SWEP NORTH AMERICA","02-Central",734351200,1945.8,147.24,1798.56
"6388","SWINDELL DRESSLER","02-Central",727000140,47096.64,23766.68,23329.96
"6389","SWINDELL DRESSLER","02-Central",777906100,43831.44,48654,-4822.56
"6390","SWINDELL DRESSLER","02-Central",766166000,18368.5,9555.02,8813.48
"6391","SWINDELL DRESSLER","02-Central",740283502,13469.5,6830.87,6638.63
"6392","SWINDELL DRESSLER","02-Central",765664200,2457,679.59,1777.41
"6393","TAMPA RUBBER & GASKET","02-Central",733721000,286,48.9,237.1
"6394","TBN ASSOCIATES INC.","02-Central",735602110,54780,17861.5,36918.5
"6395","TECH CASTINGS, INC","02-Central",764481000,3000,172.65,2827.35
"6396","TECH CASTINGS, INC","02-Central",764461006,1980,163.48,1816.52
"6397","TECH CASTINGS, INC","02-Central",733383000,1117.6,163.93,953.67
"6398","THE DOW CHEMICAL COMPANY","02-Central",764781000,386,20.45,365.55
"6399","THE N.P. GROUP, INC.","02-Central",779987651,1341,327.23,1013.77
"6400","THE NP GROUP, INC.","02-Central",779987650,4827.6,1183.63,3643.97
"6401","THE OHIO STATE UNIVERSITY","02-Central",768121000,489,44.03,444.97
"6402","THE SCHAEFER GROUP, INC.","02-Central",777902700,418042.72,209448.15,208594.57
"6403","THE SCHAEFER GROUP, INC.","02-Central",764521000,271009.9,93593.04,177416.86
"6404","THE SCHAEFER GROUP, INC.","02-Central",734173000,227085.6,92858.05,134227.55
"6405","THE SCHAEFER GROUP, INC.","02-Central",754895000,139278.74,23436.58,115842.16
"6406","THE SCHAEFER GROUP, INC.","02-Central",764821000,129143.2,22620.73,106522.47
"6407","THE SCHAEFER GROUP, INC.","02-Central",739741100,78968.16,38810.32,40157.84
"6408","THE SCHAEFER GROUP, INC.","02-Central",766121000,72856.8,8186.7,64670.1
"6409","THE SCHAEFER GROUP, INC.","02-Central",764901000,44303.8,9067.36,35236.44
"6410","THE SCHAEFER GROUP, INC.","02-Central",740402402,35462,8796.99,26665.01
"6411","THE SCHAEFER GROUP, INC.","02-Central",759631000,29764.24,5618.24,24146
"6412","THE SCHAEFER GROUP, INC.","02-Central",754925000,29283.63,4514.15,24769.48
"6413","THE SCHAEFER GROUP, INC.","02-Central",739781100,26513.89,13386.5,13127.39
"6414","THE SCHAEFER GROUP, INC.","02-Central",777903100,23799.3,12991.44,10807.86
"6415","THE SCHAEFER GROUP, INC.","02-Central",764521073,23660,16770,6890
"6416","THE SCHAEFER GROUP, INC.","02-Central",740382201,23601.5,7752.68,15848.82
"6417","THE SCHAEFER GROUP, INC.","02-Central",733525500,22500,3797.23,18702.77
"6418","THE SCHAEFER GROUP, INC.","02-Central",764521061,21600,19170,2430
"6419","THE SCHAEFER GROUP, INC.","02-Central",781670000,21417.5,3965.84,17451.66
"6420","THE SCHAEFER GROUP, INC.","02-Central",740361900,20231.04,8562.4,11668.64
"6421","THE SCHAEFER GROUP, INC.","02-Central",733151500,20137.2,4163.69,15973.51
"6422","THE SCHAEFER GROUP, INC.","02-Central",738561000,18292.8,8591.81,9700.99
"6423","THE SCHAEFER GROUP, INC.","02-Central",733211000,17815.4,3769.3,14046.1
"6424","THE SCHAEFER GROUP, INC.","02-Central",733151600,15162,3074.39,12087.61
"6425","THE SCHAEFER GROUP, INC.","02-Central",777902300,14946.96,8248.88,6698.08
"6426","THE SCHAEFER GROUP, INC.","02-Central",739761100,14154.68,8259.61,5895.07
"6427","THE SCHAEFER GROUP, INC.","02-Central",734311100,14053.47,1620.07,12433.4
"6428","THE SCHAEFER GROUP, INC.","02-Central",734910000,13561.4,4734.46,8826.94
"6429","THE SCHAEFER GROUP, INC.","02-Central",754485000,13527.5,4322.66,9204.84
"6430","THE SCHAEFER GROUP, INC.","02-Central",764461006,13456,3578.01,9877.99
"6431","THE SCHAEFER GROUP, INC.","02-Central",770500000,13221,868.11,12352.89
"6432","THE SCHAEFER GROUP, INC.","02-Central",738542000,13163.76,7279.33,5884.43
"6433","THE SCHAEFER GROUP, INC.","02-Central",777904301,12698.19,5755.9,6942.29
"6434","THE SCHAEFER GROUP, INC.","02-Central",738521000,10673.28,7692.61,2980.67
"6435","THE SCHAEFER GROUP, INC.","02-Central",764821161,10170,6696,3474
